Trinity_geneID	seurat_name	Gene_short_automated	PROST_result	Musser_et_al_2021	Ruperti_et_al_2024	name_type	Zang_et_al_2026	name_source
c91911-g1	c91911-g1 hs-CXCL17,MFAP5,RNASE7,RETN,LINC00305,DEFB136,MSMB,RN..	Cxcl17*	hs-CXCL17,MFAP5,RNASE7,RETN,LINC00305,DEFB136,MSMB,RN..	NA	NA	symbol	Cxcl17*	Gene_short_automated
c91914-g1	c91914-g1 LOXHD1 (lipoxygenase homology domains 1) - emapper OG	Loxhd1	NA	NA	NA	symbol	Loxhd1	Gene_short_automated
c91916-g1	c91916-g1	c91916-g1	NA	NA	NA	trinity_only	c91916-g1	trinity_only
c91916-g2	c91916-g2	c91916-g2	NA	NA	NA	trinity_only	c91916-g2	trinity_only
c91916-g3	c91916-g3	c91916-g3	NA	NA	NA	trinity_only	c91916-g3	trinity_only
c91917-g1	c54279-g1 1-to-1 HEATR6 HEAT repeat containing 6	Heatr6	NA	NA	NA	symbol	Heatr6	Gene_short_automated
c91917-g2	c91917-g2	c91917-g2	NA	NA	NA	trinity_only	c91917-g2	trinity_only
c91918-g1	c91918-g1	c91918-g1	NA	NA	NA	trinity_only	c91918-g1	trinity_only
c9192-g1	c9192-g1	c9192-g1	NA	NA	NA	trinity_only	c9192-g1	trinity_only
c91920-g1	c91920-g1 7-to-2 SLC47A1,SLC47A2 solute carrier family 47 member 1	Slc47a1/2	NA	NA	NA	symbol	Slc47a1/2	Gene_short_automated
c91922-g1	c91922-g1 MJ1241, Methanocaldococcus jannaschii (strain ATCC..	Mj1241*	MJ1241, Methanocaldococcus jannaschii (strain ATCC..	NA	NA	symbol	Mj1241*	Gene_short_automated
c91922-g2	c91922-g2	c91922-g2	NA	NA	NA	trinity_only	c91922-g2	trinity_only
c91922-g3	c91922-g3 (Ring finger protein) - emapper OG	Ring finger protein	NA	NA	NA	description	Ring finger protein	Gene_short_automated
c91923-g1	c91923-g1 1-to-1 MRS2 MRS2, magnesium transporter	Mrs2	NA	NA	NA	symbol	Mrs2	Gene_short_automated
c91923-g2	c91923-g2	c91923-g2	NA	NA	NA	trinity_only	c91923-g2	trinity_only
c91924-g1	c91924-g1	c91924-g1	NA	NA	NA	trinity_only	c91924-g1	trinity_only
c91925-g1	c91856-g2 2-to-3 IQSEC2,IQSEC3,IQSEC1 IQ motif and Sec7 domain 2	Iqsec1/2/3	NA	NA	NA	symbol	Iqsec1/2/3 B	Gene_short_automated+suffix
c91926-g1	c91926-g1 hs-FAM43A	Fam43a*	hs-FAM43A	NA	NA	symbol	Fam43a*	Gene_short_automated
c91928-g1	c91928-g1	c91928-g1	NA	NA	NA	trinity_only	c91928-g1	trinity_only
c91929-g1	c91929-g1 1-to-1 NOP58 NOP58 ribonucleoprotein	Nop58	hs-NOP58,NOP56	NA	NA	symbol	Nop58	Gene_short_automated
c91931-g1	c91931-g1 1-to-1 TBL3 transducin beta like 3	Tbl3	hs-WDR86,WDR38	NA	NA	symbol	Tbl3	Gene_short_automated
c91933-g1	c91933-g1 hs-ASIP,AGRP	Asip*	hs-ASIP,AGRP	NA	NA	symbol	Asip*	Gene_short_automated
c91934-g1	c91934-g1 y13I, Enterobacteria phage T4	Y13i*	y13I, Enterobacteria phage T4	NA	NA	symbol	Y13i*	Gene_short_automated
c91936-g1	c111694-g1 4-to-1 MFSD4B major facilitator superfamily domain containing 4B	Mfsd4b	SPAC977.04, Schizosaccharomyces pombe (strain 972 ..	NA	NA	symbol	Mfsd4b	Gene_short_automated
c91936-g2	c111694-g1 4-to-1 MFSD4B major facilitator superfamily domain containing 4B	Mfsd4b	SPAC977.04, Schizosaccharomyces pombe (strain 972 ..	NA	NA	symbol	Mfsd4b	Gene_short_automated
c91937-g1	c91937-g1	c91937-g1	NA	NA	NA	trinity_only	c91937-g1	trinity_only
c91938-g1	c91938-g1	c91938-g1	NA	NA	NA	trinity_only	c91938-g1	trinity_only
c91939-g1	c91939-g1	c91939-g1	NA	NA	NA	trinity_only	c91939-g1	trinity_only
c91940-g1	c91940-g1 SLC25A29 (solute carrier family 25 (mitochondrial carnitine acylcarnitine carrier), member 29) - ema	Slc25a29	hs-SLC25A48,SLC25A45,SLC25A20,SLC25A15,SLC25A47,SLC25..	NA	NA	symbol	Slc25a29	Gene_short_automated
c91941-g1	c91941-g1 (Gamma-aminobutyric acid (GABA) B receptor) - emapper OG	GABA	hs-TAS1R2,TAS1R1,GRM3,GRM2,TAS1R3,GRM6,GPRC6A,GRM7,GR..	NA	NA	description	GABA B	Gene_short_automated+suffix
c91942-g1	c91942-g1 KIAA1407 (kiaa1407) - emapper OG	Kiaa1407	poc5, Xenopus laevis	NA	NA	symbol	Kiaa1407	Gene_short_automated
c91944-g1	c91944-g1	c91944-g1	NA	NA	NA	trinity_only	c91944-g1	trinity_only
c91944-g2	c91944-g2	c91944-g2	NA	NA	NA	trinity_only	c91944-g2	trinity_only
c91947-g1	c91947-g1	c91947-g1	NA	NA	NA	trinity_only	c91947-g1	trinity_only
c91949-g1	c80990-g2 1-to-1 AASDH aminoadipate-semialdehyde dehydrogenase	Aasdh	NA	NA	NA	symbol	Aasdh	Gene_short_automated
c91949-g2	c91949-g2	c91949-g2	NA	NA	NA	trinity_only	c91949-g2	trinity_only
c91950-g1	c91950-g1	c91950-g1	NA	NA	NA	trinity_only	c91950-g1	trinity_only
c91950-g2	c91950-g2	c91950-g2	NA	NA	NA	trinity_only	c91950-g2	trinity_only
c91951-g1	c91951-g1	c91951-g1	NA	NA	NA	trinity_only	c91951-g1	trinity_only
c91952-g1	c91952-g1 yacG, Sinorhizobium medicae (strain WSM419)	Yacg*	yacG, Sinorhizobium medicae (strain WSM419)	NA	NA	symbol	Yacg*	Gene_short_automated
c91953-g1	c91953-g1	c91953-g1	NA	NA	NA	trinity_only	c91953-g1	trinity_only
c91955-g1	c79162-g1 (Sugar (and other) transporter) - emapper OG	and other	NA	NA	NA	description	and other	Gene_short_automated
c91956-g1	c91956-g1 yffL, Escherichia coli (strain K12)	Yffl*	yffL, Escherichia coli (strain K12)	NA	NA	symbol	Yffl*	Gene_short_automated
c91957-g1	c91957-g1	c91957-g1	NA	NA	NA	trinity_only	c91957-g1	trinity_only
c91958-g1	c91958-g1	c91958-g1	NA	NA	NA	trinity_only	c91958-g1	trinity_only
c91959-g1	c91959-g1	c91959-g1	NA	NA	NA	trinity_only	c91959-g1	trinity_only
c91960-g1	c91960-g1 1-to-1 CCDC115 coiled-coil domain containing 115	Ccdc115	hs-CCDC115	NA	NA	symbol	Ccdc115	Gene_short_automated
c91964-g1	c112062-g1 1-to-1 NPHP1 nephrocystin 1	Nphp1	NA	NA	NA	symbol	Nphp1	Gene_short_automated
c91964-g2	c112062-g1 1-to-1 NPHP1 nephrocystin 1	Nphp1	NA	NA	NA	symbol	Nphp1	Gene_short_automated
c91965-g1	c91965-g1	c91965-g1	NA	NA	NA	trinity_only	c91965-g1	trinity_only
c91965-g2	c91965-g2	c91965-g2	NA	NA	NA	trinity_only	c91965-g2	trinity_only
c91966-g1	c91966-g1	c91966-g1	NA	NA	NA	trinity_only	c91966-g1	trinity_only
c91968-g1	c91968-g1	c91968-g1	NA	NA	NA	trinity_only	c91968-g1	trinity_only
c91968-g2	c91968-g2 AF_1071, Archaeoglobus fulgidus (strain ATCC 49558..	Af_1071*	AF_1071, Archaeoglobus fulgidus (strain ATCC 49558..	NA	NA	symbol	Af_1071*	Gene_short_automated
c91969-g1	c91969-g1 hs-MTPN	Mtpn*	hs-MTPN	NA	NA	symbol	Mtpn*	Gene_short_automated
c9197-g1	c9197-g1	c9197-g1	NA	NA	NA	trinity_only	c9197-g1	trinity_only
c91970-g1	c91970-g1	c91970-g1	NA	NA	NA	trinity_only	c91970-g1	trinity_only
c91971-g1	c111116-g1 1-to-1 RTTN rotatin	Rttn	hs-ARMC6	NA	NA	symbol	Rttn	Gene_short_automated
c91972-g1	c91972-g1 LAMB1, Gallus gallus	Lamb1*	LAMB1, Gallus gallus	NA	NA	symbol	Lamb1*	Gene_short_automated
c91972-g2	c104134-g1 (laminin, beta 2 (laminin S)) - emapper OG	laminin S	NA	NA	NA	description	laminin S	Gene_short_automated
c91973-g1	c91973-g1	c91973-g1	NA	NA	NA	trinity_only	c91973-g1	trinity_only
c91974-g1	c91974-g1	c91974-g1	NA	NA	NA	trinity_only	c91974-g1	trinity_only
c91975-g1	c91975-g1 1-to-1 IMMP1L inner mitochondrial membrane peptidase subunit 1	Immp1l	hs-IMMP2L,IMMP1L,SEC11C,SEC11A	NA	NA	symbol	Immp1l	Gene_short_automated
c91976-g1	c91976-g1 hs-ATP5PF,MRPL42,SDHAF4,LINC03122,MRPL51,MRPL55	Atp5pf*	hs-ATP5PF,MRPL42,SDHAF4,LINC03122,MRPL51,MRPL55	NA	NA	symbol	Atp5pf*	Gene_short_automated
c91976-g2	c62865-g1 1-to-1 TRMT61B tRNA methyltransferase 61B	Trmt61b	NA	NA	NA	symbol	Trmt61b	Gene_short_automated
c91977-g1	c102358-g1 RNF213 (ring finger protein 213) - blastp	Rnf213	NA	NA	NA	symbol	Rnf213 A	Gene_short_automated+suffix
c91978-g1	c91978-g1	c91978-g1	NA	NA	NA	trinity_only	c91978-g1	trinity_only
c91979-g1	c46168-g1 1-to-1 EFL1 elongation factor like GTPase 1	Efl1	NA	NA	NA	symbol	Efl1	Gene_short_automated
c91980-g1	c91980-g1 1-to-1 REV3L REV3 like, DNA directed polymerase zeta catalytic subunit	Rev3l	NA	NA	NA	symbol	Rev3l	Gene_short_automated
c91980-g2	c91980-g1 1-to-1 REV3L REV3 like, DNA directed polymerase zeta catalytic subunit	Rev3l	NA	NA	NA	symbol	Rev3l	Gene_short_automated
c91980-g3	c91980-g1 1-to-1 REV3L REV3 like, DNA directed polymerase zeta catalytic subunit	Rev3l	NA	NA	NA	symbol	Rev3l	Gene_short_automated
c91981-g1	c91981-g1 1-to-2 BCL6B,BCL6 B-cell CLL/lymphoma 6B	Bcl6/b	hs-ZNF581,OVOL1,ZNF740,OVOL3,FEZF1,OVOL2,ZNF524,SCRT2..	NA	NA	symbol	Bcl6/b	Gene_short_automated
c91982-g1	c91982-g1 1-to-1 NIF3L1 NGG1 interacting factor 3 like 1	Nif3l1	hs-NIF3L1	NA	NA	symbol	Nif3l1	Gene_short_automated
c91983-g1	c91983-g1	c91983-g1	NA	NA	NA	trinity_only	c91983-g1	trinity_only
c91984-g1	c91984-g1	c91984-g1	NA	NA	NA	trinity_only	c91984-g1	trinity_only
c91984-g2	c103452-g1	c103452-g1	NA	NA	NA	trinity_only	c103452-g1	Gene_short_automated
c91985-g1	c91985-g1	c91985-g1	NA	NA	NA	trinity_only	c91985-g1	trinity_only
c91986-g1	c91986-g1	c91986-g1	NA	NA	NA	trinity_only	c91986-g1	trinity_only
c91986-g2	c91986-g2 (Kinesin family member) - emapper OG	Kinesin family member	hs-NFKBIA,RFXANK,ANKRD65,NFKBID,ANKRD49,ANKRD19P	NA	NA	description	Kinesin family member	Gene_short_automated
c91986-g3	c91986-g2 (Kinesin family member) - emapper OG	Kinesin family member	hs-NFKBIA,RFXANK,ANKRD65,NFKBID,ANKRD49,ANKRD19P	NA	NA	description	Kinesin family member	Gene_short_automated
c91987-g1	c91987-g1 OPG201, Monkeypox virus	Opg201*	OPG201, Monkeypox virus	NA	NA	symbol	Opg201*	Gene_short_automated
c91988-g1	c89980-g2 SCP, Saimiriine herpesvirus 2 (strain 11)	Scp*	SCP, Saimiriine herpesvirus 2 (strain 11)	NA	NA	symbol	Scp* A	Gene_short_automated+suffix
c91990-g1	c91990-g1 RAB4A (member RAS oncogene family) - emapper OG	Rab4a	hs-RAB4B,RAB2B,RAB2A,RAB4A,RAB39B,RAB11A,RAB11B,RAB14..	NA	NA	symbol	Rab4a	Gene_short_automated
c91990-g2	c91990-g2	c91990-g2	NA	NA	NA	trinity_only	c91990-g2	trinity_only
c91990-g3	c91990-g3	c91990-g3	NA	NA	NA	trinity_only	c91990-g3	trinity_only
c91991-g1	c91991-g1	c91991-g1	NA	NA	NA	trinity_only	c91991-g1	trinity_only
c91991-g2	c91991-g2 7-to-2 TRIM2,TRIM3 tripartite motif containing 2	Trim2/3	FAR8, Saccharomyces cerevisiae (strain ATCC 204508..	NA	NA	symbol	Trim2/3	Gene_short_automated
c91993-g1	c88975-g1 1-to-1 TSC2 tuberous sclerosis 2	Tsc2	hs-RRN3P2	NA	NA	symbol	Tsc2	Gene_short_automated
c91994-g1	c91994-g1	c91994-g1	NA	NA	NA	trinity_only	c91994-g1	trinity_only
c91995-g1	c91995-g1	c91995-g1	NA	NA	NA	trinity_only	c91995-g1	trinity_only
c91996-g1	c91996-g1 1-to-1 TUSC2 tumor suppressor candidate 2	Tusc2	NA	NA	NA	symbol	Tusc2	Gene_short_automated
c91997-g1	c91997-g1	c91997-g1	NA	NA	NA	trinity_only	c91997-g1	trinity_only
c91998-g1	c91998-g1	c91998-g1	NA	NA	NA	trinity_only	c91998-g1	trinity_only
c91998-g2	c104763-g1 1-to-6 GGTLC1,GGT5,GGT1,GGT2... gamma-glutamyltransferase light chain 1	Ggt1/2/5/Lc1	hs-GGT3P,GGT2P,GGT1,GGT5,GGT7,GGT6	NA	NA	symbol	Ggt1/2/5/Lc1	Gene_short_automated
c92000-g1	c100752-g1 1-to-1 DNAH3 dynein axonemal heavy chain 3	Dnah3	NA	NA	NA	symbol	Dnah3	Gene_short_automated
c92001-g1	c79678-g1 SLC46A1 (solute carrier family 46 (folate transporter), member 1) - blastp	Slc46a1	hs-MFSD14A,SLC16A5	NA	NA	symbol	Slc46a1	Gene_short_automated
c92002-g1	c92002-g1	c92002-g1	NA	NA	NA	trinity_only	c92002-g1	trinity_only
c92002-g2	c107246-g1 1-to-3 COL5A3,COL11A1,COL2A1 collagen type V alpha 3 chain	Col2a1/5A3/11A1	NA	NA	NA	symbol	Col2a1/5A3/11A1	Gene_short_automated
c92006-g1	c92006-g1 HI_1280, Haemophilus influenzae (strain ATCC 51907..	Hi_1280*	HI_1280, Haemophilus influenzae (strain ATCC 51907..	NA	NA	symbol	Hi_1280*	Gene_short_automated
c92008-g1	c92008-g1	c92008-g1	NA	NA	NA	trinity_only	c92008-g1	trinity_only
c92009-g1	c92009-g1 1-to-1 TTC33 tetratricopeptide repeat domain 33	Ttc33	hs-TTC36,TTC1	NA	NA	symbol	Ttc33	Gene_short_automated
c9201-g1	c9201-g1	c9201-g1	NA	NA	NA	trinity_only	c9201-g1	trinity_only
c92010-g1	c38964-g1 1-to-2 CROCC,CEP250 ciliary rootlet coiled-coil, rootletin	Crocc/Cep250	NA	NA	NA	symbol	Crocc/Cep250	Gene_short_automated
c92010-g2	c38964-g1 1-to-2 CROCC,CEP250 ciliary rootlet coiled-coil, rootletin	Crocc/Cep250	NA	NA	NA	symbol	Crocc/Cep250	Gene_short_automated
c92011-g1	c92011-g1 1-to-1 RSG1 REM2 and RAB like small GTPase 1	Rsg1	rabK2, Dictyostelium discoideum	NA	NA	symbol	Rsg1	Gene_short_automated
c92011-g2	c92011-g2	c92011-g2	NA	NA	NA	trinity_only	c92011-g2	trinity_only
c92012-g1	c92012-g1 hs-RPRM,SMIM1,DYNAP,RPRML,SMIM40	Rprm*	hs-RPRM,SMIM1,DYNAP,RPRML,SMIM40	NA	NA	symbol	Rprm*	Gene_short_automated
c92013-g1	c92013-g1	c92013-g1	NA	NA	NA	trinity_only	c92013-g1	trinity_only
c92014-g1	c92014-g1	c92014-g1	NA	NA	NA	trinity_only	c92014-g1	trinity_only
c92017-g1	c92017-g1	c92017-g1	NA	NA	NA	trinity_only	c92017-g1	trinity_only
c92017-g2	c92017-g2	c92017-g2	NA	NA	NA	trinity_only	c92017-g2	trinity_only
c92018-g1	c92018-g1 3-to-2 MGAT4A,MGAT4C mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, is	Mgat4a/c	hs-PGAP4,B3GALT5,B3GALT4,B3GAT1,MGAT2	NA	NA	symbol	Mgat4a/c	Gene_short_automated
c92019-g1	c92019-g1	c92019-g1	NA	NA	NA	trinity_only	c92019-g1	trinity_only
c92020-g1	c92020-g1	c92020-g1	NA	NA	NA	trinity_only	c92020-g1	trinity_only
c92021-g1	c92021-g1	c92021-g1	NA	NA	NA	trinity_only	c92021-g1	trinity_only
c92021-g2	c102851-g1 1-to-2 NBEAL1,NBEAL2 neurobeachin like 1	Nbeal1/2	NA	NA	NA	symbol	Nbeal1/2	Gene_short_automated
c92023-g1	c92023-g1	c92023-g1	NA	NA	NA	trinity_only	c92023-g1	trinity_only
c92024-g1	c91776-g1	c91776-g1	NA	NA	NA	trinity_only	c91776-g1	Gene_short_automated
c92024-g2	c92024-g2	c92024-g2	NA	NA	NA	trinity_only	c92024-g2	trinity_only
c92025-g1	c92025-g1 1-to-1 C4orf47 chromosome 4 open reading frame 47	C4orf47	hs-CFAP96	NA	NA	symbol	C4orf47	Gene_short_automated
c92026-g1	c101490-g2 1-to-1 CFAP65 cilia and flagella associated protein 65	Cfap65	hs-CFAP221	NA	NA	symbol	Cfap65	Gene_short_automated
c92026-g2	c92026-g2 1-to-1 CFAP65 cilia and flagella associated protein 65	Cfap65	NA	NA	NA	symbol	Cfap65	Gene_short_automated
c92027-g1	c92027-g1	c92027-g1	NA	NA	NA	trinity_only	c92027-g1	trinity_only
c92027-g2	c92027-g2 hs-FAM74A4	Fam74a4*	hs-FAM74A4	NA	NA	symbol	Fam74a4*	Gene_short_automated
c92027-g3	c92027-g3	c92027-g3	NA	NA	NA	trinity_only	c92027-g3	trinity_only
c92028-g1	c92028-g1 RAB12 (RAB12, member RAS oncogene family) - emapper OG	Rab12	hs-RND1,RAB28,RABL3,RAB7B,RAB39B,RAB24,DIRAS2,NKIRAS2..	NA	NA	symbol	Rab12	Gene_short_automated
c92029-g1	c92029-g1 1-to-1 MRPS25 mitochondrial ribosomal protein S25	Mrps25	hs-MRPS25,MRPL43,MRPL53	NA	NA	symbol	Mrps25	Gene_short_automated
c92030-g1	c92030-g1 2-to-1 CDT1 chromatin licensing and DNA replication factor 1	Cdt1	NA	NA	NA	symbol	Cdt1	Gene_short_automated
c92031-g1	c92031-g1	c92031-g1	NA	NA	NA	trinity_only	c92031-g1	trinity_only
c92032-g1	c53153-g1 mis20, Schizosaccharomyces pombe (strain 972 / ATC..	Mis20*	mis20, Schizosaccharomyces pombe (strain 972 / ATC..	NA	NA	symbol	Mis20*	Gene_short_automated
c92035-g1	c92035-g1	c92035-g1	NA	NA	NA	trinity_only	c92035-g1	trinity_only
c92035-g2	c92035-g2 (Sugar (and other) transporter) - emapper OG	and other	SLC2A4, Sus scrofa	NA	NA	description	and other	Gene_short_automated
c92038-g1	c92038-g1 2-to-2 TERF2,TERF1 telomeric repeat binding factor 2	Terf1/2	NA	NA	NA	symbol	Terf1/2	Gene_short_automated
c92040-g1	c92040-g1	c92040-g1	NA	NA	NA	trinity_only	c92040-g1	trinity_only
c92042-g1	c92042-g1	c92042-g1	NA	NA	NA	trinity_only	c92042-g1	trinity_only
c92042-g2	c92042-g2	c92042-g2	NA	NA	NA	trinity_only	c92042-g2	trinity_only
c92042-g3	c92042-g3	c92042-g3	NA	NA	NA	trinity_only	c92042-g3	trinity_only
c92046-g1	c92046-g1 DSCAML1 (down syndrome cell adhesion molecule) - emapper OG	Dscaml1	NA	NA	NA	symbol	Dscaml1	Gene_short_automated
c92047-g1	c92047-g1 hs-SIVA1	Siva1*	hs-SIVA1	NA	NA	symbol	Siva1*	Gene_short_automated
c92047-g2	c92047-g2	c92047-g2	NA	NA	NA	trinity_only	c92047-g2	trinity_only
c92047-g3	c92047-g3 hs-ARL14EPL	Arl14epl*	hs-ARL14EPL	NA	NA	symbol	Arl14epl*	Gene_short_automated
c92049-g1	c92049-g1	c92049-g1	NA	NA	NA	trinity_only	c92049-g1	trinity_only
c92050-g1	c7278-g1	c7278-g1	NA	NA	NA	trinity_only	c7278-g1	Gene_short_automated
c92051-g1	c92051-g1	c92051-g1	NA	NA	NA	trinity_only	c92051-g1	trinity_only
c92052-g1	c92052-g1 1-to-1 DNAH3 dynein axonemal heavy chain 3	Dnah3	NA	NA	NA	symbol	Dnah3	Gene_short_automated
c92052-g2	c92052-g2 1-to-1 DNAH3 dynein axonemal heavy chain 3	Dnah3	NA	NA	NA	symbol	Dnah3	Gene_short_automated
c92053-g1	c92053-g1 1-to-2 CDC34,UBE2R2 cell division cycle 34	Cdc34/Ube2r2	hs-CDC34,UBE2R2,UBE2T,UBE2S,UBE2H,UBE2J2,UBE2K,UBE2U,..	NA	NA	symbol	Cdc34/Ube2r2	Gene_short_automated
c92055-g1	c92055-g1	c92055-g1	NA	NA	NA	trinity_only	c92055-g1	trinity_only
c92055-g2	c92055-g2 (Inherit from KOG: Retrotransposon protein) - emapper OG	Retrotransposon protein	NA	NA	NA	description	Retrotransposon protein	Gene_short_automated
c92056-g1	c92056-g1	c92056-g1	NA	NA	NA	trinity_only	c92056-g1	trinity_only
c92058-g1	c92058-g1 CAPN9 (calpain 2, (m II) large subunit) - emapper OG	Capn9	NA	NA	NA	symbol	Capn9	Gene_short_automated
c92058-g2	c92058-g2	c92058-g2	NA	NA	NA	trinity_only	c92058-g2	trinity_only
c92058-g3	c92058-g3	c92058-g3	NA	NA	NA	trinity_only	c92058-g3	trinity_only
c92059-g1	c35864-g1	c35864-g1	NA	NA	NA	trinity_only	c35864-g1	Gene_short_automated
c9206-g1	c112840-g1	c112840-g1	NA	NA	NA	trinity_only	c112840-g1	Gene_short_automated
c92060-g1	c92060-g1	c92060-g1	NA	NA	NA	trinity_only	c92060-g1	trinity_only
c92061-g1	c9182-g1 1-to-1 CEP290 centrosomal protein 290	Cep290	NA	NA	NA	symbol	Cep290	Gene_short_automated
c92062-g1	c92062-g1	c92062-g1	NA	NA	NA	trinity_only	c92062-g1	trinity_only
c92063-g1	c101735-g1 1-to-1 SUDS3 SDS3 homolog, SIN3A corepressor complex component	Suds3	hs-SUDS3,BRMS1L	NA	NA	symbol	Suds3	Gene_short_automated
c92066-g1	c92066-g1	c92066-g1	NA	NA	NA	trinity_only	c92066-g1	trinity_only
c92068-g1	c92068-g1 AUA1, Saccharomyces cerevisiae (strain ATCC 204508..	Aua1*	AUA1, Saccharomyces cerevisiae (strain ATCC 204508..	NA	NA	symbol	Aua1*	Gene_short_automated
c92069-g1	c92069-g1 Md-c, Millepora dichotoma	Md-c*	Md-c, Millepora dichotoma	NA	NA	symbol	Md-c*	Gene_short_automated
c92071-g1	c92071-g1 F34H10.1, Caenorhabditis elegans	F34h10.1	F34H10.1, Caenorhabditis elegans	NA	NA	symbol	F34h10.1	Gene_short_automated
c92072-g1	c92072-g1	c92072-g1	NA	NA	NA	trinity_only	c92072-g1	trinity_only
c92073-g1	c92073-g1	c92073-g1	NA	NA	NA	trinity_only	c92073-g1	trinity_only
c92074-g1	c92074-g1 TAF13 (TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor) - emapper OG	Taf13	hs-TAF13,H2AB2,CENPX,H2AB1,H2BC14,H2BC26,H2BC3,H2BC5,..	Taf13 TATA-box binding protein associated factor 13	NA	symbol	Taf13	reviewed
c92075-g1	c92075-g1 CTH (cystathionase (cystathionine gamma-lyase)) - emapper OG	Cth	NA	NA	NA	symbol	Cth	Gene_short_automated
c92076-g1	c92076-g1	c92076-g1	NA	NA	NA	trinity_only	c92076-g1	trinity_only
c92077-g1	c92077-g1	c92077-g1	NA	NA	NA	trinity_only	c92077-g1	trinity_only
c92078-g1	c92078-g1	c92078-g1	NA	NA	NA	trinity_only	c92078-g1	trinity_only
c92082-g1	c92082-g1	c92082-g1	NA	NA	NA	trinity_only	c92082-g1	trinity_only
c92083-g1	c92083-g1	c92083-g1	NA	NA	NA	trinity_only	c92083-g1	trinity_only
c92084-g1	c92084-g1 hs-TMEM121,PTDSS1	Tmem121*	hs-TMEM121,PTDSS1	NA	NA	symbol	Tmem121*	Gene_short_automated
c92084-g2	c92084-g1 hs-TMEM121,PTDSS1	Tmem121*	hs-TMEM121,PTDSS1	NA	NA	symbol	Tmem121*	Gene_short_automated
c92084-g3	c92084-g3	c92084-g3	NA	NA	NA	trinity_only	c92084-g3	trinity_only
c92086-g1	c92086-g1	c92086-g1	NA	NA	NA	trinity_only	c92086-g1	trinity_only
c92086-g2	c92086-g2 T (Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase) - emapper OG	t	NA	NA	NA	symbol	t	Gene_short_automated
c92087-g1	c92087-g1	c92087-g1	NA	NA	NA	trinity_only	c92087-g1	trinity_only
c92088-g1	c92088-g1 hs-PPP1R17	Ppp1r17*	hs-PPP1R17	NA	NA	symbol	Ppp1r17*	Gene_short_automated
c92089-g1	c91986-g2 (Kinesin family member) - emapper OG	Kinesin family member	hs-NFKBIA,RFXANK,ANKRD65,NFKBID,ANKRD49,ANKRD19P	NA	NA	description	Kinesin family member	Gene_short_automated
c92090-g1	c92090-g1 (Inherit from euNOG: protein kinase kinase kinase) - emapper OG	protein kinase kinase kinase	Map4k1, Mus musculus	NA	NA	description	protein kinase kinase kinase	Gene_short_automated
c92091-g1	c92091-g1	c92091-g1	NA	NA	NA	trinity_only	c92091-g1	trinity_only
c92092-g1	c92092-g1 ARP1 (Actins are highly conserved proteins that are involved in various types of cell motility and a	Arp1	hs-ACTL10,ACTR10	NA	NA	symbol	Arp1	Gene_short_automated
c92093-g1	c92093-g1 (Inherit from opiNOG: Slime mold cyclic AMP receptor) - emapper OG	Slime mold cyclic AMP receptor	hs-TAS2R5,TAS2R9,TAS2R42,VN1R3,TAS2R10,TAS2R50,VN1R4,..	NA	NA	description	Slime mold cyclic AMP receptor	Gene_short_automated
c92094-g1	c92094-g1	c92094-g1	NA	NA	NA	trinity_only	c92094-g1	trinity_only
c92094-g2	c92094-g2	c92094-g2	NA	NA	NA	trinity_only	c92094-g2	trinity_only
c92095-g1	c91357-g2 1-to-2 DPY19L1,DPY19L2 dpy-19 like 1	Dpy19l1/2	NA	NA	NA	symbol	Dpy19l1/2	Gene_short_automated
c92096-g1	c92096-g1	c92096-g1	NA	NA	NA	trinity_only	c92096-g1	trinity_only
c92097-g1	c38140-g2 (Inherit from KOG: HSPB (Heat shock 27kDa) associated protein 1) - emapper OG	Heat shock 27kDa	NA	NA	NA	description	Heat shock 27kDa	Gene_short_automated
c92098-g1	c92098-g1	c92098-g1	NA	NA	NA	trinity_only	c92098-g1	trinity_only
c92099-g1	c92099-g1 hs-C20orf202	C20orf202*	hs-C20orf202	NA	NA	symbol	C20orf202*	Gene_short_automated
c92100-g1	c92100-g1 1-to-2 MYO9A,MYO9B myosin IXA	Myo9a/b	NA	NA	NA	symbol	Myo9a/b	Gene_short_automated
c92101-g1	c92101-g1 MT0028, Mycobacterium tuberculosis (strain CDC 155..	Mt0028*	MT0028, Mycobacterium tuberculosis (strain CDC 155..	NA	NA	symbol	Mt0028*	Gene_short_automated
c92102-g1	c102529-g4 KIF3B (Kinesin family member) - emapper OG	Kif3b	hs-KIF19,KIF27,KIF18A,KIF3B	NA	NA	symbol	Kif3b	Gene_short_automated
c92103-g1	c92103-g1	c92103-g1	NA	NA	NA	trinity_only	c92103-g1	trinity_only
c92103-g2	c92103-g2	c92103-g2	NA	NA	NA	trinity_only	c92103-g2	trinity_only
c92104-g1	c92104-g1 tse1, Pseudomonas aeruginosa (strain ATCC 15692 / ..	Tse1*	tse1, Pseudomonas aeruginosa (strain ATCC 15692 / ..	NA	NA	symbol	Tse1*	Gene_short_automated
c92105-g1	c92105-g1	c92105-g1	NA	NA	NA	trinity_only	c92105-g1	trinity_only
